Partido,Dimensión,Categoría Tecnológica,Cita Textual de la Propuesta,Madurez
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Establecer alianzas con la banca privada para la generación de productos financieros adecuados para las MYPEs. Pág. 64,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Establecer, a nivel regional Programas de aceleración y “asesoría urgente” para 0–9 meses para MYPEs desde una alianza entre el MYPE, las municipalidades, las cámaras de comercio y las incubadoras privadas. Pág. 65",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"c) Establecer el Programa Nacional “MYPE Consolidada”, en alianza con las Universidades y Gobiernos Locales, a fin de establecer como parte de la currícula de las carreras de administración, contabilidad, ingeniería de sistemas, administración de negocios internacionales y otras afines, un sistema de mentoría estudiantil, en las que se asigne a los estudiantes de últimos ciclos el seguimiento y apoyo a una MYPE o pequeños negocios recién creados por un semestre hasta su consolidación. Pág. 65",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"d) Implementar, en alianza con instituciones técnicas (SENATI, TECSUP) y Cámaras de Comercio e Industria un sistema de capacitación técnica y financiera práctica vinculada a la demanda. Pág. 66",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"d) Consolidar la Ventanilla Única de Permisos (VUD) con plazos máximos vinculantes y penalidades por retrasos administrativos. También digitalizar expedientes y obligar a interoperabilidad entre autoridades (SENACE, MINEM, ANA, gobiernos regionales y municipalidades). Pág. 67",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Establecer o actualizar los portales de datos geocientíficos y la interoperabilidad de la información de SENACE, ANA y Gobiernos Regionales. Pág. 68",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"i) Implementación de un sistema de alerta temprana de conflictos, articulado con Defensoría del Pueblo, Empresas y Gobiernos Locales para reducir la conflictividad. Pág. 69",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"- Modificar los procedimientos de la Ventanilla Única de Formalización (VUF) para atender de manera adecuada cada expediente, Pág. 70-71",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Tecnologías de Confianza Distribuida (DLT),"Establecer un contrato privado entre minero y titular que incluyan cláusulas ambientales proporcionales, arbitraje acelerado para conflictos y que vaya a un registro digital automático de contratos. Pág. 70",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,b) Consolidar la interoperabilidad de datos entre SUNAT y MINEM para mejorar la trazabilidad del mineral. Pág. 71,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"e) Establecer un sistema, en coordinación con la ASBANC, para reportar transacciones sospechosas y limitar las operaciones en efectivo por parte de los traders de metales y bloquear cuentas vinculadas a redes. Pág. 71",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Establecer un inventario de áreas y denuncios mineros bajo control de organizaciones delictivas para definir los niveles de interdicción. Pág. 73,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,e) Implementar una mayor supervisión del sistema financiero (SBS) para transacciones sospechosas. Pág. 73,Instrumental
Avanza País Partido de Integración Social,"Sostenibilidad, Energía y Ambiente",Energías Limpias y Tecnologías Ambientales (GreenTech),a) Reorganizar OSINERGMIN para que pase de ser un ente fiscalizador a un promotor activo con mandato legal explícito de promover eficiencia energética y transición tecnológica. Pág. 73,Normativa/Estructurada
Avanza País Partido de Integración Social,"Sostenibilidad, Energía y Ambiente",Energías Limpias y Tecnologías Ambientales (GreenTech),e) Realizar los estudios para la implementación de reactores nucleares SMR de 300 MWh para Iquitos. Pág. 74,Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer un Consejo Público-Privado de Competitividad Exportadora copresidido por el MEF y los sectores y gremios empresariales, que apruebe priorizaciones, evalúe resultados y gestione una ventanilla única de políticas. Pág. 74",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,b) Establecer un Programa de Encadenamiento Productivo Exportador para que grandes exportadores integren y compren a pymes locales que adopten normas de calidad y trazabilidad. Pág. 74,Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"e) Establecer la digitalización completa de la cadena logística con la interoperabilidad entre la Ventanilla Única de Comercio Exterior (VUCE) con las terminales, navieras, operadores terrestres y aduana para asignación de slots y trazabilidad de contenedores. Pág. 75",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Establecer programas de asistencia técnica en SPS con brigadas móviles de SENASA/ DIGESA que trabajen con clusters exportadores. Pág. 75,Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Establecer desde la Cancillería acuerdos bilaterales de reconocimiento de certificaciones y uso de equivalencias regulatorias con mercados clave. Pág. 76,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Reordenamiento de la gestión del circuito turístico del Cusco (Machu Picchu), con mayor certificación de operadores, transparencia en las licitaciones de servicios de transporte al turista para evitar prácticas oligopólicas, y mejoras de la oferta con una autoridad centralizada. Pág. 76",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"g) Apoyo a micro y pequeñas empresas turísticas regionales, asistencia técnica para digitalización (reservas online, canales de pago) y formación en inglés y hospitalidad. Pág. 77",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer laboratorios público-privados de innovación turística en alianza con universidades y cámaras de turismo para generación de productos de realidad aumentada en sitios arqueológicos, experiencias inmersivas, apps de interpretación y formación de emprendedores. Pág. 77",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Apoyo mediante fondos concursables administrados por gobierno en alianza con banca de desarrollo para plataformas de reserva, gestión de reputación, pasarelas de pago. Pág. 77",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,c) Establecer una ventanilla única para permisos municipales y ambientales en proyectos turísticos de baja huella para acelerar la inversión privada reduciendo la tramitología para proyectos turísticos. Pág. 78,Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer una Unidad Interinstitucional de Imagen y Seguridad Turística (UIMS) desde la coordinación entre el Sector Turismo, MININTER, PNP, Cancillería y PROMPERÚ para protocolos de respuesta y comunicación en crisis. Pág. 78",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"c) Implementar programas de seguridad ciudadana focalizados en microcorrupción y delitos menores en zonas turísticas: patrullajes turísticos, iluminación y cámaras en puntos críticos. Pág. 78",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Establecer límites obligatorios e irrenunciables de gestión de capacidad de carga, con rutas, cupos, horarios, guía obligatorio y senderos señalizados; con sistemas de monitoreo de impacto ambiental y arqueológico. Pág. 79",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Big Data y Analítica de Datos,"b) Establecer una plataforma de modelado bioeconómico y alerta temprana con inversión en observación oceánica (boyas, satélites, sensores), modelos de predicción de biomasa y panel de data-sharing a cargo de IMARPE. Pág. 79",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,"Hardware Avanzado, Robótica y Sensores (IoT)","b) Establecer una plataforma de modelado bioeconómico y alerta temprana con inversión en observación oceánica (boyas, satélites, sensores), modelos de predicción de biomasa y panel de data-sharing a cargo de IMARPE. Pág. 79",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a. Establecer una “Ventanilla Digital” para formalización con trámite único para registro de embarcaciones, RUC pesquero, permisos y certificados sanitarios con Interoperabilidad con RENIEC, SUNAT, DICAPI y municipalidades. Pág. 80",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer el sistema integrado de monitoreo VMS + AIS + satélite, con panel único (Produce, DICAPI, OEFA, SUNAT). Pág. 80",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,"Hardware Avanzado, Robótica y Sensores (IoT)","a) Establecer el sistema integrado de monitoreo VMS + AIS + satélite, con panel único (Produce, DICAPI, OEFA, SUNAT). Pág. 80",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"b) Implementar el centro de operaciones marítimas pesqueras, para análisis de datos satelitales 24/7, denuncias y respuesta de interdicción combinada con DICAPI. Pág. 80",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,"Hardware Avanzado, Robótica y Sensores (IoT)",c) Programa anti-transbordo ilegal y control de cadenas con controles en puertos y cámaras térmicas. Pág. 80,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Aplicar estrictamente el Port State Measures Agreement (PSMA) y normar el ingreso a puertos prohibiendo la entrada a buques que no presenten documentación completa. (registro, historial, certificado VMS/SISESAT operativo, lista de tripulación, certificados laborales). Pág. 81",Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,b) Exigir VMS/SISESAT activo como requisito de atraque o reabastecimiento de los buques de estas flotas. Pág. 81,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Reestructurar la Autoridad Nacional de Agua (ANA) para reducir las trabas burocráticas y la tramitología en el uso de los recursos hídricos e integrarla a la nueva autoridad ambiental. Pág. 83,Normativa/Estructurada
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer las Escuelas de Formación Campesina en cada región, para cursos cortos y vivenciales a campesinos para mejor uso de tecnologías intermedias y avanzadas de trabajo en el campo con cursos de 4 a 6 semanas. Pág. 83",Programática
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,c) Promover la creación de un sistema intercomunal de banco de semillas. Pág. 83,Declarativa
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,a) Implementar la educación agropecuaria productiva en las Instituciones Educativas secundarias del sector rural. Pág. 84,Declarativa
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,b) Coordinar con la banca privada la creación de productos financieros para el acceso al crédito y microseguros para los productores. Pág. 84,Instrumental
Avanza País Partido de Integración Social,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"a) Establecer cadenas de valor a través de la federación de empresas comunales agropecuarias, para atender toda la cadena productiva desde la generación del bien hasta su comercialización. Pág. 84-85",Declarativa
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Formalización de la Minería con Trazabilidad: Implementación de un programa de formalización con certificación ambiental y trazabilidad de minerales para erradicar la ilegalidad. (Pág. 14),Normativa
Alianza Fuerza y Libertad,Gestión de Riesgos,Hardware Avanzado,Estrategia de Prevención ante Fenómenos Climáticos: Fortalecimiento de infraestructura resiliente y sistemas de alerta temprana para mitigar desastres naturales. (Pág. 14),Instrumental
Alianza Fuerza y Libertad,Sostenibilidad,Hardware Avanzado,Fortalecimiento de la vigilancia forestal con tecnología satelital... contra el tráfico ilegal de recursos naturales. (Pág. 21),Instrumental
Alianza Fuerza y Libertad,Educación,Sistemas de Información,Modernización de la educación con tecnología y programas de capacitación docente y programa de becas para los jóvenes. (Pág. 14),Declarativa
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Transformación Digital y Conectividad: Expansión del acceso a internet en comunidades rurales para fomentar la educación, el comercio y la inclusión financiera. (Pág. 22)",Declarativa
Alianza Fuerza y Libertad,Educación,Biotecnología,Creación del Instituto Amazónico de Innovación y Tecnología: Centro de investigación para el desarrollo de productos a partir de la biodiversidad amazónica. (Pág. 22),Programática
Alianza Fuerza y Libertad,Conectividad,Hardware Avanzado,Peajes inteligentes y carriles exclusivos para mejorar la eficiencia del tráfico y promover el transporte público. (Pág. 24),Instrumental
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Implementación de aduanas inteligentes y trámites 100% digitales para mejorar la competitividad comercial. (Pág. 26),Programática
Alianza Fuerza y Libertad,Seguridad Ciudadana,Inteligencia Artificial,"Creación del Centro de Seguridad Metropolitana, que integre la Policía, Serenazgo y tecnología avanzada de videovigilancia con inteligencia artificial. (Pág. 25)",Programática
Alianza Fuerza y Libertad,Seguridad Ciudadana,Seguridad,Tolerancia cero contra la extorsión... con patrullaje preventivo en zonas críticas y cámaras de reconocimiento facial en puntos estratégicos. (Pág. 25),Instrumental
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Impulso del ecosistema emprendedor, con incentivos para startups tecnológicas, fintechs y comercio digital. (Pág. 25)",Declarativa
Alianza Fuerza y Libertad,Conectividad,Conectividad,Expansión del acceso a internet de alta velocidad en toda la ciudad para cerrar la brecha digital y promover la educación a distancia. (Pág. 25),Declarativa
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Expansión de la Red de Fibra Óptica con internet de alta velocidad para escuelas, postas médicas y comunidades rurales. (Pág. 28)",Programática
Alianza Fuerza y Libertad,Educación,Conectividad,"Beca Perú 100% Digital y tecnológica: Se impulsará la conectividad y el uso de plataformas virtuales de aprendizaje. Se creará la Beca y se garantizará laptops, conectividad gratuita y desarrollo de habilidades del siglo XXI. (Pág. 28)",Programática
Alianza Fuerza y Libertad,Educación,Sistemas de Información,Implementación de plataformas de educación digital para la formación técnica y universitaria a distancia. (Pág. 28),Instrumental
Alianza Fuerza y Libertad,Salud,Sistemas de Información,Historia clínica electrónica única: atención continua en cualquier punto del país. (Pág. 29),Instrumental
Alianza Fuerza y Libertad,Gestión de Riesgos,Big Data,"Sistema Nacional de Alerta: integración de datos satelitales, sensores y modelamiento predictivo para anticipar huaicos, sequías y desbordes. (Pág. 31)",Instrumental
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Desarrollo de infraestructura de telecomunicaciones 5G, priorizando su implementación en ciudades estratégicas para potenciar la conectividad industrial y comercial. (Pág. 32)",Instrumental
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Fondo Nacional de Conectividad Digital, destinado a la instalación de redes comunitarias en zonas rurales y de difícil acceso. (Pág. 33)",Programática
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Alianzas con empresas tecnológicas internacionales, para implementar soluciones innovadoras como internet satelital y redes de baja órbita en comunidades aisladas. (Pág. 33)",Instrumental
Alianza Fuerza y Libertad,Gobernanza,Tecnologías de Confianza Distribuida,"Sistema Nacional de Identidad Digital, permitiendo la realización de trámites mediante autenticación biométrica y blockchain, garantizando seguridad y transparencia. (Pág. 33)",Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Plataforma Única de Servicios Digitales, donde los ciudadanos podrán gestionar cualquier trámite sin necesidad de presencia física, reduciendo tiempos y costos. (Pág. 33)",Instrumental
Alianza Fuerza y Libertad,Salud,Sistemas de Información,Historia Clínica Electrónica Universal a fin de que cada peruano tenga un registro médico único desde cualquier centro de salud del país. (Pág. 33),Instrumental
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Firma digital obligatoria en todas las instituciones públicas, eliminando documentos físicos innecesarios y promoviendo la eficiencia administrativa. (Pág. 34)",Normativa
Alianza Fuerza y Libertad,Gobernanza,Inteligencia Artificial,"Uso de Inteligencia Artificial en auditoría gubernamental, con algoritmos diseñados para detectar anomalías en contrataciones públicas, licitaciones y movimientos financieros del Estado. (Pág. 34)",Instrumental
Alianza Fuerza y Libertad,Gobernanza,Automatización,"Cero Papel en la Administración Pública, implementando documentos electrónicos y procesos automatizados en todas las entidades del gobierno. (Pág. 34)",Normativa
Alianza Fuerza y Libertad,Gobernanza,Big Data,"Presupuesto público en tiempo real, permitiendo a los ciudadanos monitorear en línea el uso de los recursos estatales, fortaleciendo la transparencia y la fiscalización. (Pág. 34)",Instrumental
Alianza Fuerza y Libertad,Educación,Inteligencia Artificial,"Programa Nacional de Becas en Inteligencia Artificial, Programación y Ciberseguridad, en alianza con universidades, empresas tecnológicas y organismos internacionales. (Pág. 34)",Programática
Alianza Fuerza y Libertad,Educación,Sistemas de Información,"Creación de Centros de Innovación Digital en cada región, con acceso gratuito a laboratorios de tecnología avanzada para estudiantes, emprendedores y profesionales. (Pág. 34)",Programática
Alianza Fuerza y Libertad,Educación,Sistemas de Información,"Capacitación obligatoria en herramientas digitales para docentes del sector público, asegurando que la educación digital sea accesible y de calidad. (Pág. 35)",Normativa
Alianza Fuerza y Libertad,Educación,Inteligencia Artificial,"Inserción de cursos de programación, ciencia de datos y automatización en el currículo escolar y universitario, preparando a las nuevas generaciones para la Cuarta Revolución Industrial. (Pág. 35)",Normativa
Alianza Fuerza y Libertad,Desarrollo Territorial,Sistemas de Información,Acceso Universal al Agua Potable en 4 Años... Implementación de sistemas de captación de agua de lluvia y desalinización en zonas con escasez hídrica. (Pág. 37),Instrumental
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Creación de hubs tecnológicos y espacios de coworking en cada región para fomentar startups y emprendimientos digitales fuera de Lima. (Pág. 37),Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Creación de un Fondo de Innovación y Digitalización para PYMES, que promueva la adopción de tecnología, la modernización productiva y la generación de mayor valor agregado. (Pág. 40)",Programática
Alianza Fuerza y Libertad,Economía,Big Data,"Sistema de Inteligencia Comercial Sostenible (SICES), que permita la toma de decisiones estratégicas para la inclusión en negocios internacionales. (Pág. 40)",Instrumental
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Se pondrá en ejecución el Sistema de Inteligencia de Comercio Exterior Sostenible (SICES) como una plataforma pública de acceso digital, que proporcione información estratégica y en tiempo actual. (Pág. 43)",Programática
Alianza Fuerza y Libertad,Economía,Automatización,"Se implementará un sistema de registro y formalización que permita completar todos los trámites en un plazo máximo de 24 horas, a través de procesos 100 % digitales... se establecerán licencias automáticas. (Pág. 45)",Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Fiscalización inteligente contra la evasión y la informalidad mediante la interoperabilidad de los sistemas de la SUNAT con las municipalidades y otras entidades públicas. (Pág. 46),Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Se implementará un programa nacional de capacitación gratuita en habilidades digitales, financieras y tecnológicas, priorizando competencias con alta demanda laboral. (Pág. 46)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Se integrarán plataformas digitales de empleabilidad en un sistema único que conecte formación, certificación, financiamiento y empleo formal. (Pág. 46)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Big Data,"Se implementará el Observatorio de Formalización y Empleo como una plataforma pública y permanente de monitoreo, integrando información del MTPE, INEI, SUNAT y SUNAFIL. (Pág. 48)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Se iniciará la digitalización integral del SILNET, modernizando sus plataformas para mejorar la conexión entre la oferta y la demanda de empleo en todo el país. (Pág. 49)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Se publicará el Registro Nacional de Capacitación Laboral, consolidando la información sobre la oferta formativa pública y privada. (Pág. 49)",Instrumental
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Se implementará una Ventanilla Única Nacional para APP y Obras por Impuestos, que centralice y simplifique los procesos administrativos, técnicos y regulatorios. (Pág. 51)",Programática
Alianza Fuerza y Libertad,Conectividad,Conectividad,"Se promoverá la expansión de la cobertura nacional de fibra óptica, dando prioridad a las conexiones en regiones, zonas rurales y polos productivos. (Pág. 52)",Declarativa
Alianza Fuerza y Libertad,Gobernanza,Big Data,"Creará un Sistema digital de seguimiento de inversiones, que conforme herramientas de georreferenciación (GIS) con los sistemas de planificación del CEPLAN. (Pág. 56)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Territorial,Sistemas de Información,"Implementación del Catastro Digital Municipal en 50 distritos piloto... modernizar la gestión del suelo, mejorar la recaudación. (Pág. 60)",Programática
Alianza Fuerza y Libertad,Economía,Big Data,"Se implementará la centralización de datos turísticos a través de un sistema de monitoreo en tiempo real que integre información de flujos turísticos, oferta, demanda y desempeño. (Pág. 62)",Instrumental
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Pasaremos de la publicidad tradicional a un ecosistema digital inteligente: plataformas interactivas que permitan al turista planificar su viaje en tiempo real. (Pág. 62),Declarativa
Alianza Fuerza y Libertad,Economía,Hardware Avanzado,Incorporando tecnologías como la realidad aumentada en sitios arqueológicos y museos para enriquecer la experiencia cultural y educativa. (Pág. 63),Instrumental
Alianza Fuerza y Libertad,Economía,Hardware Avanzado,"Implementará el Programa de Ciudades Turísticas Inteligentes, orientado a integrar tecnología, servicios digitales y gestión urbana inteligente. (Pág. 63)",Programática
Alianza Fuerza y Libertad,Economía,Big Data,"Implementar y operar plenamente el Sistema Nacional de Información Turística (SNIT) al 2027, integrando información en tiempo real de flujos, gasto, ocupación hotelera. (Pág. 63)",Programática
Alianza Fuerza y Libertad,Economía,Big Data,"Se pondrá en marcha el Sistema Nacional de Inteligencia Turística, una plataforma moderna de datos en tiempo real que permitirá saber cuántos turistas llega, dónde van, cuánto gastan. (Pág. 66)",Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Creará el programa Perú Exportador Digital, una plataforma integrada que permitirá digitalizar, simplificar y acelerar los procesos de exportación para pequeñas, medianas, emergentes empresas. (Pág. 69)",Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,Se impulsará la creación del Perú Startup Hub... ecosistema nacional de incubadoras y aceleradoras de alto impacto. (Pág. 69),Programática
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Incentivos para la digitalización de las pequeñas y medianas empresas, facilitando su incorporación a plataformas de comercio electrónico internacional. (Pág. 70)",Programática
Alianza Fuerza y Libertad,Salud,Sistemas de Información,"Transformación digital del sistema sanitario, reduciendo trámites y agilizando la atención. (Pág. 74)",Declarativa
Alianza Fuerza y Libertad,Salud,Sistemas de Información,"Se implementará la Tarjeta Única de Salud con Historia Clínica Única, que permitirá el acceso seguro y continuo a la información médica del paciente en cualquier establecimiento. (Pág. 76)",Programática
Alianza Fuerza y Libertad,Salud,Sistemas de Información,"Implementará un sistema nacional de encuestas de satisfacción, inspirado en el modelo Barton/Kaelin, para medir la percepción de los usuarios. (Pág. 78)",Instrumental
Alianza Fuerza y Libertad,Salud,Big Data,"Implementará un sistema de monitoreo en tiempo real que permita supervisar el avance de obras, la disponibilidad de equipamiento y el abastecimiento de medicamentos. (Pág. 81)",Instrumental
Alianza Fuerza y Libertad,Salud,Telemedicina,Puesta en marcha del Sistema de Monitoreo Digital de Salud y Telemedicina Avanzada... sistema nacional de monitoreo digital en tiempo real que integre información. (Pág. 81),Instrumental
Alianza Fuerza y Libertad,Desarrollo Territorial,Hardware Avanzado,Sistema Nacional de Monitoreo de Calidad y Continuidad del Agua... Red nacional de sensores para monitoreo de caudales. (Pág. 85),Programática
Alianza Fuerza y Libertad,Educación,Inteligencia Artificial,"Programa Nacional de Formación en Neuroeducación... estableciendo certificaciones obligatorias en el uso de TIC, inteligencia artificial y educación a distancia. (Pág. 87)",Programática
Alianza Fuerza y Libertad,Educación,Conectividad,Plan Nacional de Escuelas Digitales... garantizar cobertura total de internet de alta velocidad... plataformas digitales de enseñanza apoyadas en inteligencia artificial. (Pág. 88),Programática
Alianza Fuerza y Libertad,Educación,Sistemas de Información,"Pondrá en ejecución el Sistema Nacional de Gobernanza Educativa (SINGE)... asegurando coherencia, seguimiento y evaluación por resultados. (Pág. 93)",Normativa
Alianza Fuerza y Libertad,Economía,Sistemas de Información,"Sistema de registro y formalización... proceso completamente digital... interoperabilidad entre SUNAT, SUNARP y el MTPE. (Pág. 96)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Big Data,Uso de análisis de datos para identificar focos críticos de informalidad y orientar acciones de inspección y asistencia técnica. (Pág. 96),Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Inteligencia Artificial,Ecosistema Digital Nacional de Empleabilidad... incorporará herramientas de inteligencia artificial para mejorar el emparejamiento entre oferta y demanda laboral. (Pág. 97),Programática
Alianza Fuerza y Libertad,Gobernanza,Sistemas de Información,"Inicio de la interoperabilidad de sistemas y notificaciones electrónicas en procesos laborales, priorizando distritos judiciales con mayor carga procesal. (Pág. 98)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Lanzamiento del Programa Nacional de Competencias Digitales, con inscripción inmediata y primeros cursos gratuitos. (Pág. 100)",Programática
Alianza Fuerza y Libertad,Sostenibilidad,Sistemas de Información,Implementarán sistemas digitales de trazabilidad de residuos a nivel municipal. (Pág. 105),Instrumental
Alianza Fuerza y Libertad,Sostenibilidad,Hardware Avanzado,"Fortalecerá la capacidad del Estado para prevenir y sancionar daños ambientales mediante el uso de tecnologías de monitoreo, sensores automáticos y fiscalización remota. (Pág. 107)",Instrumental
Alianza Fuerza y Libertad,Sostenibilidad,Sistemas de Información,Implementación de proyectos piloto de trazabilidad digital de residuos sólidos en al menos 20 municipalidades priorizadas. (Pág. 108),Programática
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Se implementará la Identidad Digital desde el nacimiento... plataformas interoperables, que permitan un seguimiento continuo. (Pág. 112)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Inteligencia Artificial,"Implementación de “Guarderías del Futuro”, que incorporen herramientas tecnológicas y de inteligencia artificial como apoyo pedagógico. (Pág. 112)",Programática
Alianza Fuerza y Libertad,Seguridad Ciudadana,Hardware Avanzado,"Implementará un sistema de alerta temprana, apoyado en herramientas de geolocalización y monitoreo, que permita identificar de manera oportuna a menores en situación de riesgo. (Pág. 112)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,"Mecanismo de “Salario Equitativo Automático”, sustentado en monitoreo digital y sistemas de información laboral. (Pág. 117)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Tecnologías de Confianza Distribuida,"Iniciativa “Blockchain contra el acoso”, que utilizará tecnologías de registro seguro e inalterable para documentar denuncias. (Pág. 117)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Hardware Avanzado,"Acceso gratuito a neuro tecnología y dispositivos de asistencia de última generación, como prótesis robóticas, ayudas técnicas inteligentes. (Pág. 121)",Programática
Alianza Fuerza y Libertad,Desarrollo Social,Inteligencia Artificial,Plataformas de inteligencia artificial adaptativa destinadas a brindar acompañamiento personalizado en los trámites del Estado. (Pág. 121),Instrumental
Alianza Fuerza y Libertad,Conectividad,Automatización,Incorporación progresiva de buses autónomos 100% accesibles. (Pág. 121),Instrumental
Alianza Fuerza y Libertad,Conectividad,Hardware Avanzado,"Estaciones inteligentes con señalización multisensorial, que integren información visual, auditiva y táctil. (Pág. 121)",Instrumental
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,Centro Nacional de Empleo Remoto Inclusivo... plataforma de intermediación laboral. (Pág. 122),Programática
Alianza Fuerza y Libertad,Desarrollo Social,Sistemas de Información,Ventanilla única digital accesible y simplificada... que permita realizar trámites del Estado de forma autónoma. (Pág. 122),Instrumental
